transaction_id,worker_id,date_id,channel_id,market_id,transaction_type,amount_local,amount_usd,transaction_outcome,is_fraud_flagged,is_disputed,is_reversed,velocity_score,fraud_loss_usd,processing_time_ms
val_61,val_4197,20241222,val_5,val_1,Bill Payment,891.8722599,356.2620143,Timeout,FALSE,TRUE,FALSE,400.9809138,0,711
val_62,val_4021,20230313,val_11,val_1,Wallet Funding via Card,252.8272439,186.6561436,Pending,FALSE,FALSE,FALSE,764.0732723,0,376
val_63,val_2881,20230216,val_11,val_1,Refund,481.2399654,338.0498895,Reversed,FALSE,FALSE,FALSE,516.6818801,0,897
val_64,val_2378,20241108,val_7,val_0,Peer Transfer,826.3992831,170.4597016,Declined,FALSE,FALSE,TRUE,981.5487965,0,137
val_65,val_4891,20230822,val_1,val_2,Cross-Border Remittance,590.2138277,776.1391921,Reversed,FALSE,TRUE,TRUE,374.418289,0,45
val_66,val_3381,20231024,val_0,val_2,Cash-Out,632.4853497,850.0789499,Disputed,FALSE,FALSE,TRUE,238.9434465,0,663
val_67,val_4412,20230323,val_11,val_3,Peer Transfer,717.7406467,201.9712766,Disputed,TRUE,FALSE,FALSE,67.50390951,710.1068615,602
val_68,val_1035,20230827,val_2,val_0,Agent Withdrawal,995.1185718,834.8789624,Pending,FALSE,TRUE,TRUE,55.55084769,0,60
val_69,val_1113,20230414,val_8,val_0,Salary/Earnings Disbursement,282.2210894,526.4872257,Disputed,TRUE,FALSE,FALSE,386.3830434,380.1253555,259
val_70,val_3148,20240125,val_8,val_1,Wallet Funding via Bank Transfer,868.7968959,965.4022352,Failed,FALSE,TRUE,TRUE,650.0967358,0,965
val_71,val_4770,20231012,val_9,val_3,Bill Payment,344.2316824,254.7697071,Pending,FALSE,TRUE,TRUE,354.9523399,0,27
val_72,val_3102,20240409,val_3,val_2,Cash-In,472.7271131,738.7065884,Partially Completed,TRUE,FALSE,TRUE,927.6104308,792.1852811,895
val_73,val_2214,20241012,val_7,val_2,Bill Payment,746.4546965,57.04891207,Declined,FALSE,TRUE,TRUE,369.0218898,0,508
val_74,val_124,20240109,val_5,val_2,Bill Payment,328.1722923,938.8631563,Disputed,FALSE,FALSE,FALSE,450.4838991,0,192
val_75,val_774,20230616,val_2,val_3,Salary/Earnings Disbursement,633.622059,554.9271351,Pending,TRUE,TRUE,TRUE,125.7564843,618.8745355,281
val_76,val_1154,20240115,val_8,val_1,Merchant Payment,863.0545674,912.7879158,Pending,FALSE,FALSE,FALSE,296.8714562,0,218
val_77,val_1000,20231230,val_9,val_0,Wallet Funding via Card,659.6400736,552.7864204,Disputed,FALSE,FALSE,FALSE,398.4983959,0,44
val_78,val_3511,20230803,val_6,val_1,Airtime Top-Up,699.5980939,905.4232619,Completed,FALSE,TRUE,FALSE,215.5050755,0,76
val_79,val_3420,20241117,val_10,val_3,Cash-In,296.5291789,665.5843802,Partially Completed,TRUE,FALSE,FALSE,772.5277344,962.892694,393
val_80,val_1898,20231001,val_7,val_2,Reversal,865.8131111,704.3912102,Pending,FALSE,TRUE,FALSE,513.611452,0,947
val_81,val_4937,20241219,val_9,val_3,Cross-Border Remittance,211.909308,636.0061321,Partially Completed,FALSE,TRUE,FALSE,0.274597135,0,514
val_82,val_1968,20241130,val_9,val_2,Agent Withdrawal,172.7707447,340.7627071,Completed,TRUE,FALSE,FALSE,119.8511746,326.0329529,474
val_83,val_2226,20241025,val_10,val_3,Peer Transfer,116.6214916,468.4038781,Timeout,FALSE,FALSE,TRUE,423.2298022,0,512
val_84,val_2631,20230315,val_7,val_2,Agent Withdrawal,443.3017903,932.7767618,Partially Completed,TRUE,TRUE,TRUE,165.7288451,904.9082075,795
val_85,val_2865,20240915,val_0,val_3,Cross-Border Remittance,846.4426074,20.52568183,Disputed,TRUE,FALSE,FALSE,503.8791698,950.2509785,554
val_86,val_955,20241012,val_11,val_2,Airtime Top-Up,573.3488549,25.73930206,Timeout,TRUE,TRUE,FALSE,915.6423466,631.2225162,960
val_87,val_1501,20230625,val_11,val_1,Wallet Funding via Bank Transfer,537.801902,405.4537682,Pending,TRUE,FALSE,FALSE,337.191691,260.7084017,493
val_88,val_3440,20240630,val_8,val_0,Merchant Payment,435.7143163,647.6045124,Failed,FALSE,TRUE,TRUE,581.4053634,0,78
val_89,val_4227,20230908,val_11,val_1,Bill Payment,806.2032509,181.3528174,Disputed,TRUE,FALSE,TRUE,798.4832709,127.21851,626
val_90,val_2117,20230617,val_2,val_3,Agent Withdrawal,160.0262587,376.3620583,Reversed,FALSE,TRUE,FALSE,135.3105665,0,91
val_91,val_575,20240418,val_10,val_0,Reversal,558.941106,671.725656,Timeout,TRUE,TRUE,TRUE,440.8675251,519.9777639,757
val_92,val_4257,20240124,val_1,val_0,Wallet Funding via Card,68.98716989,370.0299325,Failed,TRUE,TRUE,TRUE,503.5587846,959.1585014,374
val_93,val_2911,20231004,val_7,val_0,Merchant Payment,768.6708287,165.3990131,Declined,TRUE,FALSE,TRUE,646.4670431,782.6987583,193
val_94,val_2181,20241017,val_6,val_1,Airtime Top-Up,783.7059828,265.910093,Disputed,FALSE,FALSE,TRUE,478.2057223,0,192
val_95,val_2931,20241205,val_10,val_3,Merchant Payment,105.2357289,493.0668666,Disputed,FALSE,FALSE,FALSE,442.4100137,0,518
val_96,val_4114,20240724,val_6,val_1,Wallet Funding via Card,796.5111156,70.89497033,Completed,FALSE,TRUE,FALSE,706.9240618,0,372
val_97,val_5,20230813,val_7,val_3,Merchant Payment,212.1072089,373.269984,Timeout,FALSE,FALSE,FALSE,769.8220796,0,506
val_98,val_1800,20241202,val_3,val_2,Reversal,902.3571314,627.6783722,Declined,FALSE,TRUE,TRUE,505.8316256,0,478
val_99,val_4702,20231129,val_5,val_0,Wallet Funding via Card,505.3611998,251.8561907,Timeout,TRUE,FALSE,TRUE,940.847203,920.1199344,709
val_100,val_1503,20230227,val_4,val_1,Merchant Payment,351.5524492,136.44192,Pending,FALSE,TRUE,TRUE,775.2326246,0,46
val_101,val_4871,20230823,val_11,val_1,Bill Payment,693.2930814,893.2497994,Failed,TRUE,TRUE,FALSE,382.9732914,514.0570288,21
val_102,val_1407,20230202,val_6,val_1,Cash-Out,130.7599728,398.6555673,Timeout,TRUE,FALSE,TRUE,14.45585437,744.9593759,934
val_103,val_2337,20231120,val_2,val_1,Bill Payment,653.6493194,179.2300067,Timeout,FALSE,TRUE,TRUE,536.347067,0,502
val_104,val_349,20240215,val_0,val_2,Agent Withdrawal,474.5651313,97.58627809,Failed,TRUE,FALSE,FALSE,48.58575824,955.9708497,39
val_105,val_3628,20231002,val_10,val_1,Agent Withdrawal,438.3349951,50.24153234,Completed,TRUE,FALSE,FALSE,972.1923936,759.2359505,992
val_106,val_1197,20230309,val_7,val_3,Cash-In,146.5605279,649.0799498,Partially Completed,FALSE,TRUE,FALSE,994.646694,0,547
val_107,val_4243,20230805,val_5,val_3,Refund,772.0597125,952.2320147,Timeout,TRUE,TRUE,TRUE,302.0355008,456.7523581,781
val_108,val_648,20240803,val_3,val_0,Wallet Funding via Card,502.6136554,334.5273997,Completed,FALSE,TRUE,FALSE,41.65760872,0,32
val_109,val_583,20231119,val_3,val_3,Wallet Funding via Card,3.788192875,809.1518617,Timeout,TRUE,TRUE,TRUE,136.0429846,536.4666,356
val_110,val_2346,20230806,val_7,val_2,Airtime Top-Up,370.1147658,959.898591,Timeout,FALSE,FALSE,TRUE,741.8102355,0,518
val_111,val_423,20241102,val_6,val_1,Cross-Border Remittance,932.9920562,883.120868,Completed,FALSE,FALSE,TRUE,929.7547161,0,657
val_112,val_1646,20240526,val_6,val_2,Wallet Funding via Bank Transfer,376.3678785,432.7674724,Failed,TRUE,TRUE,TRUE,175.6183986,118.7248197,711
val_113,val_3446,20240210,val_7,val_3,Agent Withdrawal,365.0600979,437.7945652,Timeout,TRUE,TRUE,FALSE,299.4100951,597.1579296,333
val_114,val_2523,20241020,val_11,val_0,Cash-Out,168.2791092,792.6211074,Reversed,TRUE,FALSE,TRUE,986.3202353,487.1990808,596
val_115,val_2797,20240414,val_2,val_0,Cross-Border Remittance,432.0433759,308.9982044,Failed,TRUE,FALSE,TRUE,676.5974847,196.9762327,472
val_116,val_453,20230527,val_7,val_0,Peer Transfer,144.5513486,930.0154797,Reversed,TRUE,TRUE,FALSE,996.4387978,904.3583888,289
val_117,val_3396,20230929,val_9,val_3,Salary/Earnings Disbursement,761.6878639,216.9606396,Failed,FALSE,FALSE,TRUE,896.0466493,0,55
val_118,val_455,20230523,val_5,val_3,Airtime Top-Up,641.0276124,566.2369286,Reversed,TRUE,FALSE,TRUE,779.5893715,957.0832712,814
val_119,val_2859,20230910,val_4,val_0,Agent Withdrawal,261.6046589,503.8236075,Disputed,TRUE,FALSE,FALSE,741.5999827,999.5110316,285
val_120,val_3953,20240728,val_6,val_3,Cash-In,126.2772882,516.4004072,Declined,TRUE,FALSE,TRUE,471.0675904,454.9901235,268
val_121,val_3631,20240705,val_8,val_1,Refund,688.2722018,609.8733974,Disputed,FALSE,TRUE,TRUE,460.5489844,0,978
val_122,val_1764,20230927,val_4,val_0,Peer Transfer,13.6993122,474.0411558,Timeout,TRUE,TRUE,FALSE,837.5993241,431.3332299,878
val_123,val_774,20240821,val_1,val_2,Reversal,981.7647321,759.7439695,Completed,TRUE,FALSE,FALSE,716.5712227,731.1519867,63
val_124,val_4153,20240314,val_1,val_2,Wallet Funding via Bank Transfer,206.1209078,901.2870397,Timeout,FALSE,TRUE,TRUE,416.1716319,0,693
val_125,val_1078,20240820,val_0,val_0,Wallet Funding via Bank Transfer,152.5867725,996.9126229,Partially Completed,TRUE,TRUE,TRUE,434.5712313,577.4504753,737
val_126,val_2478,20240213,val_10,val_1,Wallet Funding via Bank Transfer,122.9999581,364.468648,Declined,TRUE,TRUE,FALSE,652.915977,13.63675341,856
val_127,val_1185,20240106,val_1,val_0,Airtime Top-Up,755.8624284,256.261114,Completed,FALSE,TRUE,TRUE,962.1991381,0,282
val_128,val_148,20230813,val_7,val_0,Wallet Funding via Bank Transfer,968.3185797,133.701896,Partially Completed,FALSE,FALSE,FALSE,227.0478412,0,372
val_129,val_2082,20230522,val_2,val_1,Refund,700.5059897,97.10565289,Reversed,TRUE,FALSE,TRUE,914.396196,121.1965637,395
val_130,val_2751,20240605,val_6,val_3,Bill Payment,889.002225,138.6983527,Completed,TRUE,TRUE,FALSE,630.2828616,138.9959622,47
val_131,val_3797,20240520,val_9,val_1,Bill Payment,346.9904362,701.6238644,Disputed,FALSE,FALSE,FALSE,23.67427977,0,317
val_132,val_3628,20230404,val_1,val_2,Refund,145.0315061,53.18710705,Disputed,TRUE,TRUE,FALSE,575.7154067,663.1257555,217
val_133,val_4156,20230218,val_5,val_0,Merchant Payment,641.5168186,590.5966044,Partially Completed,FALSE,FALSE,TRUE,898.2144977,0,634
val_134,val_4069,20230423,val_5,val_2,Salary/Earnings Disbursement,311.2087862,87.33247033,Failed,TRUE,FALSE,TRUE,910.1830432,776.8407384,155
val_135,val_2006,20230606,val_9,val_1,Cash-In,393.8545333,54.04749648,Partially Completed,TRUE,TRUE,TRUE,90.55416337,226.3577359,556
val_136,val_1705,20241004,val_6,val_1,Peer Transfer,861.859026,16.80520607,Reversed,TRUE,FALSE,TRUE,991.4206232,111.4319556,127
val_137,val_3010,20230613,val_8,val_0,Refund,393.1897661,197.0946377,Partially Completed,TRUE,TRUE,FALSE,828.0162801,34.48318498,349
val_138,val_2398,20241127,val_7,val_2,Airtime Top-Up,26.8737209,970.1975552,Failed,FALSE,FALSE,TRUE,645.2320938,0,752
val_139,val_1475,20240308,val_2,val_0,Reversal,524.6916841,62.05045267,Failed,TRUE,TRUE,FALSE,481.2004253,535.8547055,631
val_140,val_158,20240902,val_6,val_1,Cash-Out,302.8452173,706.3155494,Pending,TRUE,TRUE,FALSE,557.7390154,190.8366367,173
val_141,val_2378,20230307,val_10,val_1,Merchant Payment,294.1923325,3.025759831,Pending,FALSE,TRUE,TRUE,165.5138745,0,234
val_142,val_2346,20240130,val_4,val_1,Peer Transfer,872.9688082,556.4171507,Reversed,FALSE,TRUE,FALSE,143.2610676,0,326
val_143,val_4704,20240126,val_9,val_0,Airtime Top-Up,418.4059189,120.3836413,Reversed,FALSE,TRUE,TRUE,346.2644138,0,636
val_144,val_4062,20240902,val_7,val_0,Cross-Border Remittance,993.6138728,36.72292154,Reversed,TRUE,TRUE,TRUE,454.3807453,60.29371045,507
val_145,val_1346,20240424,val_1,val_2,Peer Transfer,85.07554866,427.7146074,Declined,TRUE,TRUE,TRUE,293.0641206,550.668568,825
val_146,val_551,20240625,val_1,val_3,Agent Withdrawal,729.304877,430.8483584,Timeout,TRUE,FALSE,FALSE,342.8307179,971.3630426,437
val_147,val_3939,20230915,val_6,val_0,Refund,827.8376372,32.18470531,Pending,FALSE,FALSE,TRUE,672.2297595,0,257
val_148,val_2436,20240720,val_2,val_0,Agent Withdrawal,631.1668347,7.233400411,Failed,FALSE,TRUE,TRUE,387.0917419,0,384
val_149,val_210,20230112,val_4,val_0,Cash-In,82.98896755,213.6373927,Disputed,FALSE,TRUE,TRUE,654.9323602,0,969
val_150,val_3769,20241127,val_5,val_1,Reversal,6.739497881,865.1209872,Timeout,TRUE,TRUE,FALSE,697.1815957,615.7916227,513
val_151,val_1726,20230428,val_5,val_1,Cash-In,812.7194776,46.4386206,Timeout,FALSE,TRUE,FALSE,422.4219145,0,440
val_152,val_855,20241129,val_8,val_1,Wallet Funding via Bank Transfer,927.1488396,842.7515696,Timeout,TRUE,FALSE,FALSE,106.3118229,637.5553267,370
val_153,val_3293,20240703,val_4,val_0,Agent Withdrawal,898.2902539,251.5758134,Timeout,TRUE,TRUE,TRUE,551.823474,70.2604672,532
val_154,val_3926,20231001,val_1,val_3,Wallet Funding via Bank Transfer,580.7800727,428.8874197,Pending,TRUE,TRUE,TRUE,831.658328,950.7974944,298
val_155,val_3880,20241018,val_5,val_0,Peer Transfer,299.4610329,202.3726472,Reversed,TRUE,TRUE,FALSE,842.9560408,434.7476568,743
val_156,val_1371,20231215,val_10,val_1,Salary/Earnings Disbursement,260.7003811,783.7316291,Failed,TRUE,TRUE,TRUE,619.3545032,800.1658031,164
val_157,val_2960,20230425,val_4,val_3,Cash-In,788.3879157,253.2355585,Partially Completed,FALSE,FALSE,TRUE,216.6200592,0,606
val_158,val_2329,20231028,val_9,val_2,Refund,826.4565132,757.3093956,Reversed,TRUE,FALSE,FALSE,426.2893949,831.9943544,254
val_159,val_4346,20240321,val_5,val_0,Wallet Funding via Bank Transfer,643.2106517,266.1465045,Timeout,FALSE,FALSE,FALSE,721.6694958,0,320
val_160,val_948,20230611,val_2,val_0,Cash-Out,994.4044667,236.6342582,Disputed,FALSE,TRUE,TRUE,477.6589311,0,13
val_161,val_4103,20240409,val_6,val_2,Wallet Funding via Card,957.8376332,59.47031362,Failed,FALSE,FALSE,TRUE,976.6074041,0,38
val_162,val_1731,20230104,val_5,val_0,Cash-Out,21.07797674,112.7802669,Timeout,FALSE,TRUE,FALSE,538.5240938,0,58
val_163,val_3087,20230927,val_8,val_1,Bill Payment,556.3566177,524.5740632,Declined,FALSE,FALSE,FALSE,657.8311076,0,994
val_164,val_2510,20240527,val_8,val_3,Bill Payment,814.8548391,270.3297634,Partially Completed,TRUE,TRUE,FALSE,344.0336153,879.9730631,764
val_165,val_1740,20230702,val_1,val_1,Cash-In,861.5134753,2.954208566,Failed,FALSE,TRUE,FALSE,598.3881537,0,654
val_166,val_1157,20240603,val_0,val_1,Airtime Top-Up,220.445278,597.5819973,Reversed,TRUE,TRUE,TRUE,99.53596149,393.2859198,274
val_167,val_1818,20230419,val_1,val_0,Cash-Out,671.3930381,823.5513988,Partially Completed,FALSE,TRUE,FALSE,763.1649815,0,431
val_168,val_3037,20241002,val_8,val_1,Merchant Payment,399.4639508,665.2419015,Failed,FALSE,FALSE,FALSE,182.9876389,0,539
val_169,val_3075,20231102,val_5,val_0,Salary/Earnings Disbursement,972.2829682,795.1078937,Failed,FALSE,TRUE,FALSE,351.1104127,0,907
val_170,val_3116,20241016,val_4,val_0,Bill Payment,190.1207401,681.9975898,Declined,FALSE,FALSE,FALSE,245.0205375,0,706
val_171,val_3282,20240603,val_5,val_2,Refund,495.4730403,41.54448973,Timeout,TRUE,FALSE,TRUE,646.4043734,784.0382626,883
val_172,val_255,20240915,val_0,val_0,Cash-Out,630.5639016,899.4700959,Declined,FALSE,FALSE,TRUE,134.4542965,0,87
val_173,val_1972,20230723,val_6,val_2,Bill Payment,565.8289171,962.9241639,Failed,TRUE,FALSE,FALSE,125.4179699,871.0515558,370
val_174,val_1574,20230606,val_1,val_0,Cross-Border Remittance,768.2908013,784.1961195,Pending,TRUE,FALSE,TRUE,480.2333095,376.7830076,662
val_175,val_1987,20240118,val_7,val_1,Salary/Earnings Disbursement,578.7879428,257.117214,Failed,TRUE,TRUE,TRUE,371.1606827,941.6118996,176
val_176,val_1911,20230615,val_1,val_0,Wallet Funding via Bank Transfer,610.1481394,479.4429042,Reversed,FALSE,TRUE,FALSE,92.46957013,0,68
val_177,val_883,20240706,val_3,val_0,Reversal,837.6263955,597.2599752,Completed,FALSE,FALSE,FALSE,275.480562,0,394
val_178,val_4824,20240627,val_11,val_1,Wallet Funding via Bank Transfer,114.471251,972.2213742,Failed,TRUE,FALSE,TRUE,138.5386574,941.5764146,999
val_179,val_1,20230101,val_7,val_1,Salary/Earnings Disbursement,785.3142429,61.27773116,Completed,FALSE,FALSE,TRUE,605.1681274,0,466
val_180,val_2977,20240905,val_10,val_3,Wallet Funding via Bank Transfer,494.7439569,73.46990101,Completed,FALSE,FALSE,FALSE,886.3316782,0,430
val_181,val_2307,20231128,val_5,val_0,Refund,689.7507042,154.2911364,Declined,TRUE,FALSE,TRUE,561.0748397,988.5992577,697
val_182,val_3517,20240515,val_8,val_1,Cash-In,623.2735206,387.5116626,Partially Completed,TRUE,TRUE,FALSE,429.9296838,973.7214136,887
val_183,val_4154,20230120,val_5,val_2,Refund,349.9708909,441.3309868,Pending,FALSE,FALSE,FALSE,669.4118857,0,109
val_184,val_3244,20230425,val_7,val_3,Peer Transfer,313.118523,183.1621524,Completed,TRUE,FALSE,FALSE,805.5853735,950.1071293,520
val_185,val_3832,20240107,val_7,val_3,Merchant Payment,160.9670958,345.3540905,Completed,FALSE,TRUE,TRUE,513.3256051,0,925
val_186,val_1369,20231111,val_0,val_2,Agent Withdrawal,179.1234381,484.6921261,Disputed,TRUE,FALSE,FALSE,879.1928709,97.7135687,421
