date_id,full_date,year,month,quarter,day_of_week,is_weekend,is_month_end,week_number
20230809,8/9/2023,2023,August,Q3,Wednesday,FALSE,FALSE,
20230810,8/10/2023,2023,August,Q3,Thursday,FALSE,FALSE,
20230811,8/11/2023,2023,August,Q3,Friday,FALSE,FALSE,
20230812,8/12/2023,2023,August,Q3,Saturday,TRUE,FALSE,
20230813,8/13/2023,2023,August,Q3,Sunday,TRUE,FALSE,
20230814,8/14/2023,2023,August,Q3,Monday,FALSE,FALSE,
20230815,8/15/2023,2023,August,Q3,Tuesday,FALSE,FALSE,
20230816,8/16/2023,2023,August,Q3,Wednesday,FALSE,FALSE,
20230817,8/17/2023,2023,August,Q3,Thursday,FALSE,FALSE,
20230818,8/18/2023,2023,August,Q3,Friday,FALSE,FALSE,
20230819,8/19/2023,2023,August,Q3,Saturday,TRUE,FALSE,
20230820,8/20/2023,2023,August,Q3,Sunday,TRUE,FALSE,
20230821,8/21/2023,2023,August,Q3,Monday,FALSE,FALSE,
20230822,8/22/2023,2023,August,Q3,Tuesday,FALSE,FALSE,
20230823,8/23/2023,2023,August,Q3,Wednesday,FALSE,FALSE,
20230824,8/24/2023,2023,August,Q3,Thursday,FALSE,FALSE,
20230825,8/25/2023,2023,August,Q3,Friday,FALSE,FALSE,
20230826,8/26/2023,2023,August,Q3,Saturday,TRUE,FALSE,
20230827,8/27/2023,2023,August,Q3,Sunday,TRUE,FALSE,
20230828,8/28/2023,2023,August,Q3,Monday,FALSE,FALSE,
20230829,8/29/2023,2023,August,Q3,Tuesday,FALSE,FALSE,
20230830,8/30/2023,2023,August,Q3,Wednesday,FALSE,FALSE,
20230831,8/31/2023,2023,August,Q3,Thursday,FALSE,TRUE,
20230901,9/1/2023,2023,September,Q3,Friday,FALSE,FALSE,
20230902,9/2/2023,2023,September,Q3,Saturday,TRUE,FALSE,
20230903,9/3/2023,2023,September,Q3,Sunday,TRUE,FALSE,
20230904,9/4/2023,2023,September,Q3,Monday,FALSE,FALSE,
20230905,9/5/2023,2023,September,Q3,Tuesday,FALSE,FALSE,
20230906,9/6/2023,2023,September,Q3,Wednesday,FALSE,FALSE,
20230907,9/7/2023,2023,September,Q3,Thursday,FALSE,FALSE,
20230908,9/8/2023,2023,September,Q3,Friday,FALSE,FALSE,
20230909,9/9/2023,2023,September,Q3,Saturday,TRUE,FALSE,
20230910,9/10/2023,2023,September,Q3,Sunday,TRUE,FALSE,
20230911,9/11/2023,2023,September,Q3,Monday,FALSE,FALSE,
20230912,9/12/2023,2023,September,Q3,Tuesday,FALSE,FALSE,
20230913,9/13/2023,2023,September,Q3,Wednesday,FALSE,FALSE,
20230914,9/14/2023,2023,September,Q3,Thursday,FALSE,FALSE,
20230915,9/15/2023,2023,September,Q3,Friday,FALSE,FALSE,
20230916,9/16/2023,2023,September,Q3,Saturday,TRUE,FALSE,
20230917,9/17/2023,2023,September,Q3,Sunday,TRUE,FALSE,
20230918,9/18/2023,2023,September,Q3,Monday,FALSE,FALSE,
20230919,9/19/2023,2023,September,Q3,Tuesday,FALSE,FALSE,
20230920,9/20/2023,2023,September,Q3,Wednesday,FALSE,FALSE,
20230921,9/21/2023,2023,September,Q3,Thursday,FALSE,FALSE,
20230922,9/22/2023,2023,September,Q3,Friday,FALSE,FALSE,
20230923,9/23/2023,2023,September,Q3,Saturday,TRUE,FALSE,
20230924,9/24/2023,2023,September,Q3,Sunday,TRUE,FALSE,
20230925,9/25/2023,2023,September,Q3,Monday,FALSE,FALSE,
20230926,9/26/2023,2023,September,Q3,Tuesday,FALSE,FALSE,
20230927,9/27/2023,2023,September,Q3,Wednesday,FALSE,FALSE,
20230928,9/28/2023,2023,September,Q3,Thursday,FALSE,FALSE,
20230929,9/29/2023,2023,September,Q3,Friday,FALSE,FALSE,
20230930,9/30/2023,2023,September,Q3,Saturday,TRUE,TRUE,
20231001,10/1/2023,2023,October,Q4,Sunday,TRUE,FALSE,
20231002,10/2/2023,2023,October,Q4,Monday,FALSE,FALSE,
20231003,10/3/2023,2023,October,Q4,Tuesday,FALSE,FALSE,
20231004,10/4/2023,2023,October,Q4,Wednesday,FALSE,FALSE,
20231005,10/5/2023,2023,October,Q4,Thursday,FALSE,FALSE,
20231006,10/6/2023,2023,October,Q4,Friday,FALSE,FALSE,
20231007,10/7/2023,2023,October,Q4,Saturday,TRUE,FALSE,
20231008,10/8/2023,2023,October,Q4,Sunday,TRUE,FALSE,
20231009,10/9/2023,2023,October,Q4,Monday,FALSE,FALSE,
20231010,10/10/2023,2023,October,Q4,Tuesday,FALSE,FALSE,
20231011,10/11/2023,2023,October,Q4,Wednesday,FALSE,FALSE,
20231012,10/12/2023,2023,October,Q4,Thursday,FALSE,FALSE,
20231013,10/13/2023,2023,October,Q4,Friday,FALSE,FALSE,
20231014,10/14/2023,2023,October,Q4,Saturday,TRUE,FALSE,
20231015,10/15/2023,2023,October,Q4,Sunday,TRUE,FALSE,
20231016,10/16/2023,2023,October,Q4,Monday,FALSE,FALSE,
20231017,10/17/2023,2023,October,Q4,Tuesday,FALSE,FALSE,
20231018,10/18/2023,2023,October,Q4,Wednesday,FALSE,FALSE,
20231019,10/19/2023,2023,October,Q4,Thursday,FALSE,FALSE,
20231020,10/20/2023,2023,October,Q4,Friday,FALSE,FALSE,
20231021,10/21/2023,2023,October,Q4,Saturday,TRUE,FALSE,
20231022,10/22/2023,2023,October,Q4,Sunday,TRUE,FALSE,
20231023,10/23/2023,2023,October,Q4,Monday,FALSE,FALSE,
20231024,10/24/2023,2023,October,Q4,Tuesday,FALSE,FALSE,
20231025,10/25/2023,2023,October,Q4,Wednesday,FALSE,FALSE,
20231026,10/26/2023,2023,October,Q4,Thursday,FALSE,FALSE,
20231027,10/27/2023,2023,October,Q4,Friday,FALSE,FALSE,
20231028,10/28/2023,2023,October,Q4,Saturday,TRUE,FALSE,
20231029,10/29/2023,2023,October,Q4,Sunday,TRUE,FALSE,
20231030,10/30/2023,2023,October,Q4,Monday,FALSE,FALSE,
20231031,10/31/2023,2023,October,Q4,Tuesday,FALSE,TRUE,
20231101,11/1/2023,2023,November,Q4,Wednesday,FALSE,FALSE,
20231102,11/2/2023,2023,November,Q4,Thursday,FALSE,FALSE,
20231103,11/3/2023,2023,November,Q4,Friday,FALSE,FALSE,
20231104,11/4/2023,2023,November,Q4,Saturday,TRUE,FALSE,
20231105,11/5/2023,2023,November,Q4,Sunday,TRUE,FALSE,
20231106,11/6/2023,2023,November,Q4,Monday,FALSE,FALSE,
20231107,11/7/2023,2023,November,Q4,Tuesday,FALSE,FALSE,
20231108,11/8/2023,2023,November,Q4,Wednesday,FALSE,FALSE,
20231109,11/9/2023,2023,November,Q4,Thursday,FALSE,FALSE,
20231110,11/10/2023,2023,November,Q4,Friday,FALSE,FALSE,
20231111,11/11/2023,2023,November,Q4,Saturday,TRUE,FALSE,
20231112,11/12/2023,2023,November,Q4,Sunday,TRUE,FALSE,
20231113,11/13/2023,2023,November,Q4,Monday,FALSE,FALSE,
20231114,11/14/2023,2023,November,Q4,Tuesday,FALSE,FALSE,
20231115,11/15/2023,2023,November,Q4,Wednesday,FALSE,FALSE,
20231116,11/16/2023,2023,November,Q4,Thursday,FALSE,FALSE,
20231117,11/17/2023,2023,November,Q4,Friday,FALSE,FALSE,
20231118,11/18/2023,2023,November,Q4,Saturday,TRUE,FALSE,
20231119,11/19/2023,2023,November,Q4,Sunday,TRUE,FALSE,
20231120,11/20/2023,2023,November,Q4,Monday,FALSE,FALSE,
20231121,11/21/2023,2023,November,Q4,Tuesday,FALSE,FALSE,
20231122,11/22/2023,2023,November,Q4,Wednesday,FALSE,FALSE,
20231123,11/23/2023,2023,November,Q4,Thursday,FALSE,FALSE,
20231124,11/24/2023,2023,November,Q4,Friday,FALSE,FALSE,
20231125,11/25/2023,2023,November,Q4,Saturday,TRUE,FALSE,
20231126,11/26/2023,2023,November,Q4,Sunday,TRUE,FALSE,
20231127,11/27/2023,2023,November,Q4,Monday,FALSE,FALSE,
20231128,11/28/2023,2023,November,Q4,Tuesday,FALSE,FALSE,
20231129,11/29/2023,2023,November,Q4,Wednesday,FALSE,FALSE,
20231130,11/30/2023,2023,November,Q4,Thursday,FALSE,TRUE,
20231201,12/1/2023,2023,December,Q4,Friday,FALSE,FALSE,
20231202,12/2/2023,2023,December,Q4,Saturday,TRUE,FALSE,
20231203,12/3/2023,2023,December,Q4,Sunday,TRUE,FALSE,
20231204,12/4/2023,2023,December,Q4,Monday,FALSE,FALSE,
20231205,12/5/2023,2023,December,Q4,Tuesday,FALSE,FALSE,
20231206,12/6/2023,2023,December,Q4,Wednesday,FALSE,FALSE,
20231207,12/7/2023,2023,December,Q4,Thursday,FALSE,FALSE,
20231208,12/8/2023,2023,December,Q4,Friday,FALSE,FALSE,
20231209,12/9/2023,2023,December,Q4,Saturday,TRUE,FALSE,
20231210,12/10/2023,2023,December,Q4,Sunday,TRUE,FALSE,
20231211,12/11/2023,2023,December,Q4,Monday,FALSE,FALSE,
20231212,12/12/2023,2023,December,Q4,Tuesday,FALSE,FALSE,
20231213,12/13/2023,2023,December,Q4,Wednesday,FALSE,FALSE,
20231214,12/14/2023,2023,December,Q4,Thursday,FALSE,FALSE,
20231215,12/15/2023,2023,December,Q4,Friday,FALSE,FALSE,
20231216,12/16/2023,2023,December,Q4,Saturday,TRUE,FALSE,
20231217,12/17/2023,2023,December,Q4,Sunday,TRUE,FALSE,
20231218,12/18/2023,2023,December,Q4,Monday,FALSE,FALSE,
20231219,12/19/2023,2023,December,Q4,Tuesday,FALSE,FALSE,
20231220,12/20/2023,2023,December,Q4,Wednesday,FALSE,FALSE,
20231221,12/21/2023,2023,December,Q4,Thursday,FALSE,FALSE,
20231222,12/22/2023,2023,December,Q4,Friday,FALSE,FALSE,
20231223,12/23/2023,2023,December,Q4,Saturday,TRUE,FALSE,
20231224,12/24/2023,2023,December,Q4,Sunday,TRUE,FALSE,
20231225,12/25/2023,2023,December,Q4,Monday,FALSE,FALSE,
20231226,12/26/2023,2023,December,Q4,Tuesday,FALSE,FALSE,
20231227,12/27/2023,2023,December,Q4,Wednesday,FALSE,FALSE,
20231228,12/28/2023,2023,December,Q4,Thursday,FALSE,FALSE,
20231229,12/29/2023,2023,December,Q4,Friday,FALSE,FALSE,
20231230,12/30/2023,2023,December,Q4,Saturday,TRUE,FALSE,
20231231,12/31/2023,2023,December,Q4,Sunday,TRUE,TRUE,
20240101,1/1/2024,2024,January,Q1,Monday,FALSE,FALSE,
20240102,1/2/2024,2024,January,Q1,Tuesday,FALSE,FALSE,
20240103,1/3/2024,2024,January,Q1,Wednesday,FALSE,FALSE,
20240104,1/4/2024,2024,January,Q1,Thursday,FALSE,FALSE,
20240105,1/5/2024,2024,January,Q1,Friday,FALSE,FALSE,
20240106,1/6/2024,2024,January,Q1,Saturday,TRUE,FALSE,
20240107,1/7/2024,2024,January,Q1,Sunday,TRUE,FALSE,
20240108,1/8/2024,2024,January,Q1,Monday,FALSE,FALSE,
20240109,1/9/2024,2024,January,Q1,Tuesday,FALSE,FALSE,
20240110,1/10/2024,2024,January,Q1,Wednesday,FALSE,FALSE,
20240111,1/11/2024,2024,January,Q1,Thursday,FALSE,FALSE,
20240112,1/12/2024,2024,January,Q1,Friday,FALSE,FALSE,
20240113,1/13/2024,2024,January,Q1,Saturday,TRUE,FALSE,
20240114,1/14/2024,2024,January,Q1,Sunday,TRUE,FALSE,
20240115,1/15/2024,2024,January,Q1,Monday,FALSE,FALSE,
20240116,1/16/2024,2024,January,Q1,Tuesday,FALSE,FALSE,
20240117,1/17/2024,2024,January,Q1,Wednesday,FALSE,FALSE,
20240118,1/18/2024,2024,January,Q1,Thursday,FALSE,FALSE,
20240119,1/19/2024,2024,January,Q1,Friday,FALSE,FALSE,
20240120,1/20/2024,2024,January,Q1,Saturday,TRUE,FALSE,
20240121,1/21/2024,2024,January,Q1,Sunday,TRUE,FALSE,
